OTU	1at14w	1at10w	1at3w	1at5w	2at10w	2at14w	2at3w	2at5w	3at5w	3at10w	3at14w	3at3w	4at5w	4at10w	4at14w	4at3w	5at10w	5at14w	5at3w	5at5w	10at3w	10at14w	10at5w	11at10w	11at14w	11at3w	11at5w	12at3w	12at10w	12at14w	12at5w	13at5w	13at10w	13at14w	13at3w	14at10w	14at14w	14at3w	14at5w	Kingdom	Phylum	Class	Order	Family	Genus	Species
seq164	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	353	0	0	0	0	1460	3150	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq112	164	100	199	91	146	156	88	56	271	184	158	297	71	70	205	114	185	198	238	277	0	0	10	24	38	33	19	253	0	0	68	121	222	98	361	102	128	189	57	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq121	0	169	747	83	632	579	297	139	0	0	49	0	848	152	57	136	0	147	0	21	128	0	0	0	0	0	0	0	0	0	35	137	65	5	39	351	0	126	42	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq119	0	695	129	382	354	491	0	330	292	85	268	0	406	107	58	332	102	240	27	31	37	0	0	0	0	0	0	26	0	0	56	197	20	0	47	41	72	0	131	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq128	0	476	8	266	146	0	0	208	317	522	0	453	294	32	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	48	292	23	904	96	112	21	518	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq117	128	194	21	153	197	214	0	111	225	130	174	200	192	144	229	84	208	133	169	140	35	0	7	30	80	113	57	381	0	88	0	140	165	16	315	143	117	0	94	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-4]	[G-4]
seq110	353	402	0	294	290	418	0	205	240	362	129	0	0	120	306	58	198	225	157	680	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	81	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq105	62	196	353	226	680	249	586	280	307	92	145	150	266	0	39	0	0	81	84	0	261	0	0	0	0	59	46	48	0	0	91	55	24	0	16	30	0	0	70	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq144	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	292	54	51	0	1681	589	47	799	20	15	500	66	6	67	32	74	14	17	15	0	57	22	0	33	Bacteria	Firmicutes					
seq138	7	56	240	69	93	149	230	54	32	0	113	105	133	0	0	1592	25	0	244	16	368	0	0	10	20	25	25	24	0	0	109	137	22	28	114	19	37	141	125	Bacteria	Proteobacteria					
seq161	24	97	331	287	217	117	85	256	67	0	65	22	376	0	0	1112	212	0	409	0	88	0	0	0	0	23	0	153	0	0	0	123	0	0	89	0	0	26	131	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1591	0	411	62	0	0	0	0	2186	0	0	0	56	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq113	0	305	254	290	212	137	199	336	199	0	88	0	257	69	91	245	0	0	0	25	102	0	0	0	0	0	0	0	0	0	45	394	51	0	133	0	56	94	598	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-12]	[G-12]
seq125	11	253	68	91	231	330	58	165	98	65	282	61	312	136	141	233	77	126	19	5	177	0	0	18	18	8	49	273	0	45	88	96	50	24	131	92	65	25	210	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq134	362	359	0	305	260	412	0	209	357	623	0	0	0	0	373	0	248	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq202	0	0	0	0	0	0	0	0	0	0	0	0	1759	156	133	1428	231	206	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq132	0	170	0	0	76	91	0	37	315	0	44	0	0	62	37	39	114	191	1386	48	106	0	0	20	0	196	28	167	21	356	93	0	0	0	159	39	46	112	22	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-3]	
seq224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	1041	0	218	2260	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq130	129	0	66	89	44	0	34	0	90	54	0	14	27	0	18	16	151	88	334	1808	0	0	0	19	45	61	0	0	0	0	102	39	69	41	48	51	150	38	23	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq162	126	79	43	178	234	300	115	206	103	143	375	11	83	51	103	185	201	144	99	158	50	0	0	23	0	0	0	127	0	0	0	80	39	26	238	0	0	63	55	Bacteria						
seq107	0	128	146	554	94	0	0	101	85	0	0	52	150	115	0	51	586	182	0	332	0	0	0	33	0	0	0	121	0	156	545	88	0	0	0	0	0	0	53	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq106	0	201	0	0	237	45	0	0	0	0	111	52	955	26	28	141	0	0	0	44	89	0	0	0	0	0	0	0	0	0	188	539	23	0	150	43	67	0	606	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq150	0	103	553	56	111	48	604	81	77	0	119	0	156	0	0	349	100	50	330	16	10	0	0	0	0	0	0	124	0	0	117	187	0	0	34	23	23	85	187	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-6]	
seq143	0	339	0	354	255	190	0	0	274	0	480	0	0	0	0	0	0	0	0	0	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq192	0	0	0	0	0	0	0	0	305	150	1196	330	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	232	0	0	0	458	22	4	526	0	0	50	110	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-10]	
seq149	0	195	133	228	193	129	73	36	0	41	38	379	0	0	0	0	0	0	0	0	817	0	0	0	0	116	105	431	0	0	69	19	30	17	0	46	224	0	78	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq238	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3249	0	0	0	52	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq123	117	64	47	75	116	144	32	53	107	132	74	383	97	95	173	32	138	161	0	109	0	0	0	81	174	85	114	192	0	0	0	0	0	0	53	109	336	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq176	0	157	106	238	112	141	0	288	177	0	156	171	262	0	0	249	0	194	58	19	177	0	0	0	0	0	0	238	0	0	0	54	0	0	188	0	21	109	165	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-14]	[G-14]
seq190	0	89	0	141	129	75	0	250	250	0	260	0	304	0	123	106	0	0	81	0	0	0	0	0	0	0	0	0	0	0	24	118	185	0	882	56	0	0	168	Bacteria	Firmicutes					
seq177	0	62	0	23	86	138	0	0	139	0	42	0	959	0	58	126	189	179	63	38	43	0	0	0	0	0	0	0	0	0	180	195	31	0	0	29	86	0	558	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-7]	
seq136	45	63	52	87	76	82	60	0	48	44	284	78	336	29	25	413	63	76	12	43	209	0	0	0	16	55	20	134	0	0	26	218	61	24	271	0	45	107	116	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq146	0	76	0	127	239	93	68	113	90	39	141	0	317	47	81	168	199	159	35	85	131	0	0	0	0	21	28	0	0	0	167	194	89	83	55	64	52	27	163	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-6]	
seq195	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	72	0	457	0	0	246	0	0	714	199	0	0	159	236	0	186	679	0	111	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		
seq181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	430	0	0	0	0	106	0	2380	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq33	130	36	16	23	24	44	5	0	23	40	33	31	0	25	62	0	55	116	259	76	0	18	31	211	285	110	234	136	0	748	42	28	67	27	0	39	64	17	33	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	goldsteinii
seq133	34	48	0	26	38	119	0	27	0	42	81	53	68	52	43	113	37	131	157	75	161	11	20	40	76	376	238	45	0	187	227	78	21	0	49	69	101	0	211	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq196	0	409	71	103	77	166	58	104	10	67	24	157	31	46	0	152	14	211	311	67	301	0	0	0	0	0	0	400	0	0	0	0	0	0	74	15	0	102	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-9]	
seq182	0	164	67	0	269	323	0	0	473	0	122	50	89	0	202	0	0	0	57	18	0	0	0	0	0	0	0	0	0	0	0	193	105	0	267	120	75	293	72	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq158	76	59	90	58	72	0	169	37	73	173	0	291	0	0	0	0	119	0	222	99	0	0	0	54	0	140	114	335	0	245	0	0	55	0	357	0	0	115	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq163	26	356	0	183	201	297	0	100	112	64	152	19	95	62	40	34	116	247	284	0	0	0	0	0	0	11	0	316	0	0	0	65	0	0	76	18	17	0	57	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-2]	[G-2]
seq172	12	0	18	0	0	0	46	0	25	24	0	160	0	37	42	36	45	0	54	30	204	179	0	64	166	299	73	134	222	147	0	87	47	34	275	69	248	105	13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
seq175	0	175	0	156	264	369	48	220	482	126	0	0	0	0	208	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	233	0	0	356	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq156	43	185	61	203	144	224	0	217	136	0	131	0	151	0	0	141	91	173	68	0	124	0	0	0	0	0	0	542	0	0	0	91	0	0	72	0	0	0	88	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-3]	
seq165	0	0	0	0	0	0	0	0	0	0	0	0	253	0	26	0	184	143	0	58	363	0	0	23	0	695	23	11	0	0	799	36	0	0	16	0	0	20	149	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq116	24	0	23	17	49	53	44	15	19	0	45	21	54	17	0	172	73	44	33	16	0	62	10	160	65	0	75	23	0	1110	225	72	21	0	92	46	49	24	30	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq160	0	225	82	159	226	185	78	130	168	0	185	66	188	24	38	272	0	86	48	0	96	0	0	0	0	39	0	252	0	0	0	64	0	0	49	0	0	38	66	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq184	0	0	0	0	0	143	229	0	0	0	125	441	37	0	79	40	0	99	359	0	0	0	38	0	143	0	0	506	0	109	126	41	0	0	179	0	54	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq166	17	283	65	100	132	166	8	170	235	48	172	54	164	82	60	91	0	0	0	0	115	0	0	0	0	28	0	100	0	0	20	33	0	9	214	57	29	26	258	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq167	30	125	109	151	149	65	332	141	85	0	93	0	100	0	0	153	143	36	163	33	127	0	0	0	0	88	0	0	0	0	178	119	0	0	57	0	0	49	200	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq169	0	142	152	156	78	153	49	79	0	24	61	127	127	35	0	73	6	85	14	0	80	0	0	0	0	20	0	874	0	0	82	0	0	0	0	22	0	136	136	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq207	45	0	74	0	0	0	0	0	0	103	0	0	0	100	161	0	0	0	0	0	0	158	160	127	185	209	0	0	256	189	0	0	182	254	0	0	296	181	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq221	0	59	225	192	109	74	69	153	0	0	0	0	233	21	0	761	103	0	279	0	63	0	0	0	0	0	0	118	0	0	0	67	0	0	74	0	0	0	67	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq170	0	312	50	166	492	425	49	205	201	37	113	43	23	138	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	
seq145	0	117	114	105	166	118	63	171	125	0	93	46	224	0	0	193	79	133	0	0	40	0	0	0	55	0	0	91	0	0	75	72	0	0	83	43	95	67	98	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-3]	
seq151	35	80	0	32	14	25	0	20	168	70	100	227	22	36	72	576	45	106	181	139	0	0	0	0	0	80	0	0	0	0	0	78	116	0	75	0	90	35	26	Bacteria	Firmicutes					
seq216	0	0	0	0	0	0	0	0	460	0	0	718	319	0	254	0	0	329	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq171	0	113	435	133	103	114	235	202	0	0	0	0	94	58	0	613	0	95	0	25	0	0	0	0	20	0	0	0	0	0	0	84	0	0	0	0	0	34	62	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq209	0	0	0	0	57	0	0	0	96	0	0	0	0	74	157	0	0	0	0	0	76	183	0	163	237	140	0	0	167	150	91	0	0	353	0	0	238	140	77	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq267	200	75	0	0	31	88	0	0	0	240	76	0	0	41	17	0	641	403	424	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-7]	[G-7]
seq174	0	99	83	12	0	16	6	14	19	121	76	91	0	24	0	22	442	86	0	0	62	0	0	0	0	0	0	138	0	0	0	0	46	0	336	0	0	579	75	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq241	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	170	0	0	519	187	0	0	109	157	0	165	499	0	120	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	
seq147	0	140	16	129	50	41	103	126	69	49	0	77	0	0	20	0	0	0	8	0	0	0	4	28	53	79	31	0	0	0	72	134	37	0	0	0	0	942	95	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq188	0	184	170	105	68	141	26	198	86	0	60	21	190	34	22	172	0	77	0	0	236	0	0	0	13	0	51	206	0	162	21	0	0	0	0	0	19	0	28	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq211	0	137	83	253	0	0	52	248	186	0	0	133	217	45	0	190	0	169	0	0	155	0	0	0	0	0	0	175	0	0	0	0	24	0	167	38	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-14]	
seq180	0	0	0	0	0	368	0	90	310	0	0	0	40	0	0	67	0	0	0	0	0	0	0	0	0	0	0	717	0	0	0	0	0	0	615	0	0	0	51	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq206	0	186	0	182	113	201	0	120	138	71	160	0	250	26	28	376	0	0	0	16	0	0	0	0	0	0	0	0	0	0	24	160	6	0	62	0	7	0	88	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-6]	[G-6]
seq219	49	0	45	0	35	25	0	0	97	69	0	0	0	0	158	0	0	0	0	0	51	187	0	160	175	172	49	0	189	116	0	0	95	201	0	0	205	133	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	
seq183	0	0	0	0	0	0	0	0	0	0	20	0	0	0	20	674	0	44	1017	0	0	0	0	47	0	0	0	14	0	0	0	0	153	0	56	98	58	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq168	83	100	51	125	111	121	82	100	0	16	95	31	96	28	21	124	151	149	275	29	29	0	0	12	13	20	0	40	0	0	26	71	19	0	27	18	21	30	61	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Peptococcaceae_[G-1]	[G-1]
seq225	0	128	0	298	195	257	25	266	123	64	84	0	151	127	45	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	314	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq185	0	419	19	99	431	110	0	160	0	0	0	0	0	109	44	44	0	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0	0	0	0	0	72	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-14]	
seq135	75	74	36	84	47	49	34	28	39	0	0	0	87	29	0	85	197	180	228	291	0	0	0	0	0	0	0	0	0	0	0	154	24	0	19	47	34	176	128	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-3]	
seq155	89	50	32	40	76	60	0	25	33	0	59	24	75	0	0	200	401	244	185	82	42	0	0	0	9	0	0	35	0	0	47	47	0	0	28	0	45	52	59	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq109	0	43	0	26	152	99	0	26	0	51	253	8	111	0	23	30	36	72	0	28	0	0	40	0	0	0	140	28	5	209	34	126	17	5	260	47	0	0	140	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq187	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	135	95	26	630	212	107	30	183	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq200	202	0	0	0	0	280	0	0	95	185	0	10	0	0	584	0	119	164	0	42	0	0	0	0	47	0	0	0	0	0	34	44	0	62	0	0	51	0	42	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq148	0	100	106	116	181	86	117	73	0	0	91	56	134	16	27	237	93	99	23	24	46	0	0	0	0	26	0	61	0	0	41	33	0	12	30	24	19	0	81	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq236	0	53	4	0	0	35	40	0	0	0	73	93	29	114	173	0	0	92	204	0	0	0	0	0	0	32	0	51	0	566	83	18	84	24	0	48	108	0	26	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq230	0	0	135	172	137	0	354	0	0	0	152	0	0	0	0	425	0	143	127	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	179	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq203	0	104	10	111	113	94	43	70	68	0	74	29	136	44	18	294	0	29	0	0	0	0	0	0	0	0	0	283	0	0	48	62	26	0	52	23	28	0	142	Bacteria						
seq223	0	0	0	0	194	0	0	0	0	0	0	677	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	295	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq198	0	0	94	444	93	0	185	368	117	0	0	0	0	17	0	169	0	0	0	0	0	0	0	0	0	0	0	0	27	33	43	45	0	0	107	0	0	19	50	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq173	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	147	0	146	273	0	0	0	0	0	0	0	314	0	0	0	155	239	0	0	279	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq205	11	112	65	65	73	195	30	107	353	70	0	0	56	0	0	45	0	87	152	0	189	0	0	0	0	0	0	85	0	0	0	23	0	0	42	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq248	0	6	0	0	0	0	0	0	7	0	0	0	86	0	0	0	18	0	0	45	0	0	0	0	261	0	225	0	0	817	120	11	0	0	38	52	0	48	0	Bacteria	Firmicutes					
seq235	29	53	68	53	48	27	167	67	28	0	0	15	77	16	0	322	45	115	237	0	120	0	0	0	0	0	27	21	0	88	50	0	0	0	52	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq234	0	0	0	0	0	438	0	0	0	0	90	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	744	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq233	0	132	40	97	109	95	46	86	68	30	74	0	132	0	28	227	17	57	23	0	84	0	0	8	0	31	0	0	0	0	20	54	0	0	96	0	28	78	27	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq272	0	0	34	0	0	47	0	0	0	31	0	0	0	41	0	0	0	0	0	0	0	140	0	123	0	119	0	0	194	133	59	0	119	237	0	74	177	153	0	Bacteria	Firmicutes	Bacilli	Lactobacillales			
seq222	274	42	0	42	0	55	0	0	0	0	45	0	139	0	0	109	0	0	226	398	68	0	0	0	0	32	0	0	0	0	0	93	25	0	46	0	0	18	51	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq253	0	195	172	293	127	115	230	184	40	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq279	0	0	0	0	0	0	0	0	0	0	0	69	0	76	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	501	192	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq25	0	0	16	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	25	380	0	107	140	40	37	0	748	9	24	0	91	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis/gallinarum
seq227	0	103	30	204	162	85	0	75	98	26	65	0	228	40	42	218	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	79	0	0	36	24	0	0	95	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq229	0	90	96	112	0	110	149	108	0	21	103	0	97	0	0	151	30	44	0	0	97	0	0	0	0	0	0	46	0	0	0	143	0	0	81	0	0	0	137	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq237	0	0	0	0	0	80	0	0	0	202	1045	72	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	58	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-12]	
seq240	0	74	0	86	137	107	0	70	38	0	85	0	143	6	17	213	68	60	113	0	108	0	0	0	0	0	0	31	0	0	25	88	0	0	0	0	0	30	105	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq245	0	0	230	100	29	38	480	47	15	0	96	44	82	0	0	94	0	0	0	0	28	0	0	0	0	0	0	21	0	0	0	37	0	0	79	0	0	115	53	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-6]	
seq228	0	58	126	118	84	39	124	51	0	0	0	218	82	43	30	25	0	42	43	0	21	0	0	18	23	14	15	183	0	0	0	0	21	0	0	0	53	119	33	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-9]	
seq213	12	51	0	35	72	41	13	47	45	0	40	86	187	0	0	279	39	24	261	0	29	0	0	0	0	0	0	7	0	0	0	51	0	0	37	20	0	88	80	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	128	0	0	176	158	67	0	135	237	0	91	220	134	59	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq212	0	71	0	13	61	262	35	0	0	0	161	0	120	62	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	27	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	315	0	0	24	343	131	27	0	147	153	0	301	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
seq208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1215	0	0	0	0	47	0	194	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq243	0	43	0	0	131	94	0	0	41	12	165	0	169	6	0	276	102	57	12	0	0	0	0	0	0	0	0	0	0	0	0	121	0	20	28	0	0	32	122	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-8]	
seq178	88	0	0	0	0	0	0	0	0	125	56	0	0	0	0	0	757	389	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
